Perceptron weight logging...
[ 0., 0., 0.] 
1: X: [ 5.1, 1.4], y: -1, pred: -1 w: [ 0., 0., 0.] errors: 0, update: 0.0, 
78: X: [ 6.4, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
79: X: [ 6.9, 4.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
80: X: [ 5.5, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
81: X: [ 6.5, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
82: X: [ 5.7, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
83: X: [ 6.3, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
84: X: [ 4.9, 3.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
85: X: [ 6.6, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
86: X: [ 5.2, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
87: X: [ 5. , 3.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
88: X: [ 5.9, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
89: X: [ 7. , 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
90: X: [ 6.1, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
91: X: [ 5.6, 3.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
92: X: [ 6.7, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
93: X: [ 5.6, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
94: X: [ 5.8, 4.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
95: X: [ 6.2, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
96: X: [ 5.6, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
97: X: [ 5.9, 4.8], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
98: X: [ 6.1, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
99: X: [ 6.3, 4.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
100: X: [ 6., 4.], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
1: X: [ 5.1, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
2: X: [ 5.2, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
3: X: [ 5.2, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
4: X: [ 4.7, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
5: X: [ 4.8, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
6: X: [ 5.4, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
7: X: [ 5.2, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
8: X: [ 5.5, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
9: X: [ 4.9, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
10: X: [ 5. , 1.2], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
11: X: [ 5.5, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
12: X: [ 5. , 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
13: X: [ 4.4, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
14: X: [ 5. , 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
15: X: [ 4.5, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
16: X: [ 4.4, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
17: X: [ 5. , 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
18: X: [ 5.1, 1.9], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
19: X: [ 4.8, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
20: X: [ 5.1, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
21: X: [ 4.6, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
22: X: [ 5.3, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
23: X: [ 5. , 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
24: X: [ 5.1, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
25: X: [ 5. , 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
26: X: [ 4.9, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
27: X: [ 5.1, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
28: X: [ 4.8, 1.9], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
29: X: [ 4.9, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
30: X: [ 4.7, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
31: X: [ 4.6, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
32: X: [ 5. , 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
33: X: [ 5.4, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
34: X: [ 4.6, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
35: X: [ 4.4, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
36: X: [ 4.9, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
37: X: [ 5.4, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
38: X: [ 4.8, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
39: X: [ 5. , 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
40: X: [ 5.1, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
41: X: [ 4.3, 1.1], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
42: X: [ 5.8, 1.2], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
43: X: [ 5.7, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
44: X: [ 5.4, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
45: X: [ 5.1, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
46: X: [ 5.7, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
47: X: [ 5.1, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
48: X: [ 5.4, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
49: X: [ 4.8, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
50: X: [ 4.6, 1. ], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
51: X: [ 6. , 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
52: X: [ 5.4, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
53: X: [ 6. , 5.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
54: X: [ 5.8, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
55: X: [ 6.7, 5. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
56: X: [ 5.5, 3.8], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
57: X: [ 5.7, 3.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
58: X: [ 6. , 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
59: X: [ 6.7, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
60: X: [ 5.5, 3.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
61: X: [ 6.3, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
62: X: [ 5.7, 4.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
63: X: [ 5.5, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
64: X: [ 5.5, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
65: X: [ 6.1, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
66: X: [ 5.8, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
67: X: [ 5. , 3.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
68: X: [ 5.6, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
69: X: [ 5.7, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
70: X: [ 5.7, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
71: X: [ 6.2, 4.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
72: X: [ 5.1, 3. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
73: X: [ 6.8, 4.8], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
74: X: [ 5.6, 4.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
75: X: [ 6.6, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
76: X: [ 6.4, 4.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
77: X: [ 6.1, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
78: X: [ 6.4, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
79: X: [ 6.9, 4.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
80: X: [ 5.5, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
81: X: [ 6.5, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
82: X: [ 5.7, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
83: X: [ 6.3, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
84: X: [ 4.9, 3.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
85: X: [ 6.6, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
86: X: [ 5.2, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
87: X: [ 5. , 3.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
88: X: [ 5.9, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
89: X: [ 7. , 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
90: X: [ 6.1, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
91: X: [ 5.6, 3.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
92: X: [ 6.7, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
93: X: [ 5.6, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
94: X: [ 5.8, 4.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
95: X: [ 6.2, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
96: X: [ 5.6, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
97: X: [ 5.9, 4.8], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
98: X: [ 6.1, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
99: X: [ 6.3, 4.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
100: X: [ 6., 4.], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
1: X: [ 5.1, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
2: X: [ 5.2, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
3: X: [ 5.2, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
4: X: [ 4.7, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
5: X: [ 4.8, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
6: X: [ 5.4, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
7: X: [ 5.2, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
8: X: [ 5.5, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
9: X: [ 4.9, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
10: X: [ 5. , 1.2], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
11: X: [ 5.5, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
12: X: [ 5. , 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
13: X: [ 4.4, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
14: X: [ 5. , 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
15: X: [ 4.5, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
16: X: [ 4.4, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
17: X: [ 5. , 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
18: X: [ 5.1, 1.9], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
19: X: [ 4.8, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
20: X: [ 5.1, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
21: X: [ 4.6, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
22: X: [ 5.3, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
23: X: [ 5. , 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
24: X: [ 5.1, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
25: X: [ 5. , 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
26: X: [ 4.9, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
27: X: [ 5.1, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
28: X: [ 4.8, 1.9], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
29: X: [ 4.9, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
30: X: [ 4.7, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
31: X: [ 4.6, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
32: X: [ 5. , 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
33: X: [ 5.4, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
34: X: [ 4.6, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
35: X: [ 4.4, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
36: X: [ 4.9, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
37: X: [ 5.4, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
38: X: [ 4.8, 1.6], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
39: X: [ 5. , 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
40: X: [ 5.1, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
41: X: [ 4.3, 1.1], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
42: X: [ 5.8, 1.2], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
43: X: [ 5.7, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
44: X: [ 5.4, 1.3], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
45: X: [ 5.1, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
46: X: [ 5.7, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
47: X: [ 5.1, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
48: X: [ 5.4, 1.7], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
49: X: [ 4.8, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
50: X: [ 4.6, 1. ], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
51: X: [ 6. , 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
52: X: [ 5.4, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
53: X: [ 6. , 5.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
54: X: [ 5.8, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
55: X: [ 6.7, 5. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
56: X: [ 5.5, 3.8], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
57: X: [ 5.7, 3.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
58: X: [ 6. , 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
59: X: [ 6.7, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
60: X: [ 5.5, 3.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
61: X: [ 6.3, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
62: X: [ 5.7, 4.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
63: X: [ 5.5, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
64: X: [ 5.5, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
65: X: [ 6.1, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
66: X: [ 5.8, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
67: X: [ 5. , 3.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
68: X: [ 5.6, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
69: X: [ 5.7, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
70: X: [ 5.7, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
71: X: [ 6.2, 4.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
72: X: [ 5.1, 3. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
73: X: [ 6.8, 4.8], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
74: X: [ 5.6, 4.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
75: X: [ 6.6, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
76: X: [ 6.4, 4.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
77: X: [ 6.1, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
78: X: [ 6.4, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
79: X: [ 6.9, 4.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
80: X: [ 5.5, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
81: X: [ 6.5, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
82: X: [ 5.7, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
83: X: [ 6.3, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
84: X: [ 4.9, 3.3], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
85: X: [ 6.6, 4.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
86: X: [ 5.2, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
87: X: [ 5. , 3.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
88: X: [ 5.9, 4.2], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
89: X: [ 7. , 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
90: X: [ 6.1, 4.7], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
91: X: [ 5.6, 3.6], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
92: X: [ 6.7, 4.4], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
93: X: [ 5.6, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
94: X: [ 5.8, 4.1], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
95: X: [ 6.2, 4.5], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
96: X: [ 5.6, 3.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
97: X: [ 5.9, 4.8], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
98: X: [ 6.1, 4. ], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
99: X: [ 6.3, 4.9], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
100: X: [ 6., 4.], y: 1, pred: 1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
1: X: [ 5.1, 1.4], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
2: X: [ 5.2, 1.5], y: -1, pred: -1 w: [-0.4 ,-1.16, 2.42] errors: 0, update: 0.0, 
